timestamp,file,line,level,message
"2025-11-20 20:39:15,653",cost_calculator.py,34,INFO,"CostCalculator inicializado � modelo='gpt-4o-mini', custos={'input': 0.15, 'cached_input': 0.075, 'output': 0.6}"
"2025-11-20 20:39:15,653",cost_calculator.py,51,INFO,"Tokens estimados � input=381, output=8, modelo='gpt-4o-mini'"
"2025-11-20 20:39:15,653",cost_calculator.py,70,INFO,"C�lculo conclu�do com sucesso � modelo='gpt-4o-mini', custo_total_usd=0.000062"
"2025-11-20 20:39:15,653",manager.py,39,INFO,"[BusinessPlanManager] C�lculo de custos conclu�do � result={'modelo': 'gpt-4o-mini', 'input_tokens': 381, 'output_tokens': 8, 'total_tokens': 389, 'input_cost_usd': '0.000057', 'output_cost_usd': '0.000005', 'total_cost_usd': '0.000062'}"
"2025-11-20 20:39:15,653",repository.py,21,INFO,"Buscando dados para business_id=0011 no MongoDB."
"2025-11-20 20:39:17,318",repository.py,31,INFO,"Documento encontrado para business_id=0011"
"2025-11-20 20:39:17,318",manager.py,74,INFO,"[BusinessPlanManager] Atualiza��o de custos conclu�da � valores={'input_cost_usd': '0.067426', 'output_cost_usd': '0.009820', 'total_cost_usd': '0.077236'}"
"2025-11-20 20:39:17,318",plan_verifier.py,14,INFO,"Iniciando verifica��o de status do plano."
"2025-11-20 20:39:17,318",plan_verifier.py,17,INFO,"Extraindo dados do plano..."
"2025-11-20 20:39:17,318",plan_verifier.py,24,INFO,"Tokens usados: input=449561, output=16345, total=465906"
"2025-11-20 20:39:17,318",plan_verifier.py,28,INFO,"Limites de tokens: input=1000, output=1000, total=1000"
"2025-11-20 20:39:17,320",plan_verifier.py,40,WARNING,"Limite de tokens excedido."
"2025-11-20 20:39:17,320",manager.py,82,INFO,"[BusinessPlanManager] Status do plano verificado � status=no_activated"
"2025-11-20 20:39:17,320",repository.py,41,INFO,"Iniciando atualiza��o do documento MongoDB _id=6907954fcabed79c1eae5e14"
"2025-11-20 20:39:18,254",repository.py,51,INFO,"Documento _id=6907954fcabed79c1eae5e14 atualizado com sucesso."
"2025-11-20 20:39:18,254",repository.py,71,INFO,"Atualizando status local para business_id=0011, novo status=no_activated"
"2025-11-20 20:39:18,254",repository.py,74,INFO,"Lendo arquivo local: src/chat/tokens_calculator/business_acess.json"
"2025-11-20 20:39:18,254",repository.py,84,INFO,"Status atualizado no JSON para business_id=0011"
"2025-11-20 20:39:18,254",repository.py,90,INFO,"Salvando altera��es no arquivo src/chat/tokens_calculator/business_acess.json"
"2025-11-20 20:39:18,254",repository.py,94,INFO,"Arquivo JSON salvo com sucesso."
"2025-11-20 20:39:18,254",repository.py,57,INFO,"Inserindo registro de uso de tokens em ProcessTokensUsage."
"2025-11-20 20:39:19,215",repository.py,65,INFO,"Registro inserido com sucesso em ProcessTokensUsage."
"2025-11-20 20:39:19,215",manager.py,91,INFO,"[BusinessPlanManager] Dados salvos com sucesso no reposit�rio."
"2025-11-20 20:39:19,215",manager.py,103,INFO,"[BusinessPlanManager] Execu��o finalizada com sucesso � result={'business_id': '0011', 'model': 'gpt-4o-mini', 'status': 'no_activated', 'updated_costs': {'modelo': 'gpt-4o-mini', 'input_tokens': 381, 'output_tokens': 8, 'total_tokens': 389, 'input_cost_usd': '0.000057', 'output_cost_usd': '0.000005', 'total_cost_usd': '0.000062'}}"
"2025-11-20 20:39:19,215",main.py,38,INFO,"[menage_chat_usage] Gerenciamento de uso conclu�do com sucesso � resultado={'business_id': '0011', 'model': 'gpt-4o-mini', 'status': 'no_activated', 'updated_costs': {'modelo': 'gpt-4o-mini', 'input_tokens': 381, 'output_tokens': 8, 'total_tokens': 389, 'input_cost_usd': '0.000057', 'output_cost_usd': '0.000005', 'total_cost_usd': '0.000062'}}"
